Stationsname;Stationsnummer;Messortname;Name der Zeitzone;Langname;Name Verwaltungseinheit;Vorgänger;Nachfolger;Stationsausprägung
Frietlig;UR1216-Q1185;Silenen;W. Europe Standard Time;Frietlig;Uri;;;GW_STATION_HAND|GW_STATION
Butzli;UR1216-Q1186;Silenen;W. Europe Standard Time;Butzli;Uri;;;GW_STATION_HAND|GW_STATION
Stäfel / Ortliboden;UR1216-Q1187;Silenen;W. Europe Standard Time;Stäfel / Ortliboden;Uri;;;GW_STATION_HAND|GW_STATION
Stäfel / Ortliboden;UR1216-Q1188;Silenen;W. Europe Standard Time;Stäfel / Ortliboden;Uri;;;GW_STATION_HAND|GW_STATION
Stäfel / Ortliboden;UR1216-Q1189;Silenen;W. Europe Standard Time;Stäfel / Ortliboden;Uri;;;GW_STATION_HAND|GW_STATION
Stäfel;UR1216-Q1190;Silenen;W. Europe Standard Time;Stäfel;Uri;;;GW_STATION_HAND|GW_STATION
Alp Gnof;UR1216-Q1191;Silenen;W. Europe Standard Time;Alp Gnof;Uri;;;GW_STATION_HAND|GW_STATION
Oberchäseren;UR1216-Q1192;Silenen;W. Europe Standard Time;Oberchäseren;Uri;;;GW_STATION_HAND|GW_STATION
Oberchäseren;UR1216-Q1193;Silenen;W. Europe Standard Time;Oberchäseren;Uri;;;GW_STATION_HAND|GW_STATION
Bläck;UR1216-Q1194;Silenen;W. Europe Standard Time;Bläck;Uri;;;GW_STATION_HAND|GW_STATION
Bläck;UR1216-Q1195;Silenen;W. Europe Standard Time;Bläck;Uri;;;GW_STATION_HAND|GW_STATION
Bläck;UR1216-Q1196;Silenen;W. Europe Standard Time;Bläck;Uri;;;GW_STATION_HAND|GW_STATION
Bläck;UR1216-Q1197;Silenen;W. Europe Standard Time;Bläck;Uri;;;GW_STATION_HAND|GW_STATION
Hüttenboden;UR1216-Q1198;Silenen;W. Europe Standard Time;Hüttenboden;Uri;;;GW_STATION_HAND|GW_STATION
Düssi;UR1216-Q1199;Silenen;W. Europe Standard Time;Düssi;Uri;;;GW_STATION_HAND|GW_STATION
Obsäumli;UR1216-Q1200;Silenen;W. Europe Standard Time;Obsäumli;Uri;;;GW_STATION_HAND|GW_STATION
Eisten;UR1216-Q1201;Silenen;W. Europe Standard Time;Eisten;Uri;;;GW_STATION_HAND|GW_STATION
Eisten;UR1216-Q1202;Silenen;W. Europe Standard Time;Eisten;Uri;;;GW_STATION_HAND|GW_STATION
Eisten;UR1216-Q1203;Silenen;W. Europe Standard Time;Eisten;Uri;;;GW_STATION_HAND|GW_STATION
Bristenwald;UR1216-Q1204;Silenen;W. Europe Standard Time;Bristenwald;Uri;;;GW_STATION_HAND|GW_STATION
Eisten;UR1216-Q1205;Silenen;W. Europe Standard Time;Eisten;Uri;;;GW_STATION_HAND|GW_STATION
Lungental;UR1216-Q1206;Silenen;W. Europe Standard Time;Lungental;Uri;;;GW_STATION_HAND|GW_STATION
Lendiberg;UR1216-Q1207;Silenen;W. Europe Standard Time;Lendiberg;Uri;;;GW_STATION_HAND|GW_STATION
Strängmatt;UR1216-Q5001;Silenen;W. Europe Standard Time;Strängmatt;Uri;;;GW_STATION_HAND
Ronen;UR1216-Q5002;Silenen;W. Europe Standard Time;Ronen;Uri;;;GW_STATION_HAND
Ronen;UR1216-Q5003;Silenen;W. Europe Standard Time;Ronen;Uri;;;GW_STATION_HAND
Chieligerberg, Schipfental;UR1216-Q5004;Silenen;W. Europe Standard Time;Chieligerberg, Schipfental;Uri;;;GW_STATION_HAND
Seewli, Siwboden;UR1216-Q5005;Silenen;W. Europe Standard Time;Seewli, Siwboden;Uri;;;GW_STATION_HAND
Uf de Bielen;UR1216-Q5006;Silenen;W. Europe Standard Time;Uf de Bielen;Uri;;;GW_STATION_HAND
Ronen;UR1216-Q5007;Silenen;W. Europe Standard Time;Ronen;Uri;;;GW_STATION_HAND
Schützbächli (Grabenzug);UR1216-Q5008;Silenen;W. Europe Standard Time;Schützbächli (Grabenzug);Uri;;;GW_STATION_HAND
Dimmerloch;UR1216-Q5009;Silenen;W. Europe Standard Time;Dimmerloch;Uri;;;GW_STATION_HAND
Dimmerloch;UR1216-Q5010;Silenen;W. Europe Standard Time;Dimmerloch;Uri;;;GW_STATION_HAND
Stuben;UR1216-Q5011;Silenen;W. Europe Standard Time;Stuben;Uri;;;GW_STATION_HAND
Chappelhofstatt;UR1216-Q5012;Silenen;W. Europe Standard Time;Chappelhofstatt;Uri;;;GW_STATION_HAND
Höll;UR1216-Q5013;Silenen;W. Europe Standard Time;Höll;Uri;;;GW_STATION_HAND
Höll;UR1216-Q5014;Silenen;W. Europe Standard Time;Höll;Uri;;;GW_STATION_HAND
Langlauwibach (Rosiegg), Gallibrünnen;UR1216-Q5015;Silenen;W. Europe Standard Time;Langlauwibach (Rosiegg), Gallibrünnen;Uri;;;GW_STATION_HAND
Langlauwibach (Rosiegg), Gallibrünnen;UR1216-Q5016;Silenen;W. Europe Standard Time;Langlauwibach (Rosiegg), Gallibrünnen;Uri;;;GW_STATION_HAND
Langlauwibach (Rosiegg), Gallibrünnen;UR1216-Q5017;Silenen;W. Europe Standard Time;Langlauwibach (Rosiegg), Gallibrünnen;Uri;;;GW_STATION_HAND
Langlauwibach (Rosiegg), Gallibrünnen;UR1216-Q5018;Silenen;W. Europe Standard Time;Langlauwibach (Rosiegg), Gallibrünnen;Uri;;;GW_STATION_HAND
Lungental, Bi den Seelen;UR1216-Q5019;Silenen;W. Europe Standard Time;Lungental, Bi den Seelen;Uri;;;GW_STATION_HAND
Lungental, Bi den Seelen;UR1216-Q5020;Silenen;W. Europe Standard Time;Lungental, Bi den Seelen;Uri;;;GW_STATION_HAND
Brunnistafel;UR1216-Q5021;Silenen;W. Europe Standard Time;Brunnistafel;Uri;;;GW_STATION_HAND
Brunnistafel;UR1216-Q5022;Silenen;W. Europe Standard Time;Brunnistafel;Uri;;;GW_STATION_HAND
Brunniboden;UR1216-Q5023;Silenen;W. Europe Standard Time;Brunniboden;Uri;;;GW_STATION_HAND
Acherli, bergseits Etzlistrasse;UR1216-Q5024;Silenen;W. Europe Standard Time;Acherli, bergseits Etzlistrasse;Uri;;;GW_STATION_HAND
Bei den Brunnen;UR1216-Q5025;Silenen;W. Europe Standard Time;Bei den Brunnen;Uri;;;GW_STATION_HAND
Gütsch;UR1216-Q5026;Silenen;W. Europe Standard Time;Gütsch;Uri;;;GW_STATION_HAND
Bristenwald;UR1216-Q5027;Silenen;W. Europe Standard Time;Bristenwald;Uri;;;GW_STATION_HAND
Griesserenwald;UR1216-Q5028;Silenen;W. Europe Standard Time;Griesserenwald;Uri;;;GW_STATION_HAND
Griesserenwald;UR1216-Q5029;Silenen;W. Europe Standard Time;Griesserenwald;Uri;;;GW_STATION_HAND
Bodmi;UR1216-Q5030;Silenen;W. Europe Standard Time;Bodmi;Uri;;;GW_STATION_HAND
Bodmi;UR1216-Q5031;Silenen;W. Europe Standard Time;Bodmi;Uri;;;GW_STATION_HAND
Heimchuerüti;UR1216-Q5032;Silenen;W. Europe Standard Time;Heimchuerüti;Uri;;;GW_STATION_HAND
Laucher;UR1216-Q5033;Silenen;W. Europe Standard Time;Laucher;Uri;;;GW_STATION_HAND
Chohlplatz;UR1216-Q5034;Silenen;W. Europe Standard Time;Chohlplatz;Uri;;;GW_STATION_HAND
Hornischwald;UR1216-Q5035;Silenen;W. Europe Standard Time;Hornischwald;Uri;;;GW_STATION_HAND
Äschlaueli;UR1216-Q5036;Silenen;W. Europe Standard Time;Äschlaueli;Uri;;;GW_STATION_HAND
Alpwirtschaft Etzli;UR1216-Q5037;Silenen;W. Europe Standard Time;Alpwirtschaft Etzli;Uri;;;GW_STATION_HAND
Chrützsteinrüti;UR1216-Q5038;Silenen;W. Europe Standard Time;Chrützsteinrüti;Uri;;;GW_STATION_HAND
Stuben;UR1216-Q5039;Silenen;W. Europe Standard Time;Stuben;Uri;;;GW_STATION_HAND
Stuben;UR1216-Q5040;Silenen;W. Europe Standard Time;Stuben;Uri;;;GW_STATION_HAND
Stuben;UR1216-Q5041;Silenen;W. Europe Standard Time;Stuben;Uri;;;GW_STATION_HAND
Golzern, Talstation Seilbahn;UR1216-Q5042;Silenen;W. Europe Standard Time;Golzern, Talstation Seilbahn;Uri;;;GW_STATION_HAND
Porthüsler;UR1216-Q5043;Silenen;W. Europe Standard Time;Porthüsler;Uri;;;GW_STATION_HAND
Stuben;UR1216-Q5044;Silenen;W. Europe Standard Time;Stuben;Uri;;;GW_STATION_HAND
Stäfelialp;UR1216-Q5045;Silenen;W. Europe Standard Time;Stäfelialp;Uri;;;GW_STATION_HAND
Efitalbergtristel;UR1216-Q5046;Silenen;W. Europe Standard Time;Efitalbergtristel;Uri;;;GW_STATION_HAND
Alp Gnof;UR1216-Q5047;Silenen;W. Europe Standard Time;Alp Gnof;Uri;;;GW_STATION_HAND
Riedbödmer / Hohlenbalm;UR1216-Q5048;Silenen;W. Europe Standard Time;Riedbödmer / Hohlenbalm;Uri;;;GW_STATION_HAND
Ägerliquelle Hauptquelle;UR1217-Q1001;Sisikon;W. Europe Standard Time;Ägerliquelle Hauptquelle;Uri;;;GW_STATION_HAND|GW_STATION
Ägerliquelle Hangquelle;UR1217-Q1002;Morschach;W. Europe Standard Time;Ägerliquelle Hangquelle;Schwyz;;;GW_STATION_HAND|GW_STATION
Aegerli-Brücke;UR1217-Q1003;Sisikon;W. Europe Standard Time;Aegerli-Brücke;Uri;;;GW_STATION_HAND|GW_STATION
Rüti;UR1217-Q1004;Sisikon;W. Europe Standard Time;Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Bahntunnel SBB (Nord);UR1217-Q1005;Sisikon;W. Europe Standard Time;Bahntunnel SBB (Nord);Uri;;;GW_STATION_HAND|GW_STATION
Äbnet;UR1217-Q1006;Sisikon;W. Europe Standard Time;Äbnet;Uri;;;GW_STATION_HAND|GW_STATION
Wiler;UR1217-Q1007;Sisikon;W. Europe Standard Time;Wiler;Uri;;;GW_STATION_HAND|GW_STATION
Thal;UR1217-Q1008;Sisikon;W. Europe Standard Time;Thal;Uri;;;GW_STATION_HAND|GW_STATION
Alplen;UR1217-Q1009;Sisikon;W. Europe Standard Time;Alplen;Uri;;;GW_STATION_HAND|GW_STATION
Alplen;UR1217-Q1010;Sisikon;W. Europe Standard Time;Alplen;Uri;;;GW_STATION_HAND|GW_STATION
Alplen;UR1217-Q1011;Sisikon;W. Europe Standard Time;Alplen;Uri;;;GW_STATION_HAND|GW_STATION
Stockalp;UR1217-Q1012;Sisikon;W. Europe Standard Time;Stockalp;Uri;;;GW_STATION_HAND|GW_STATION
Stafel-Äbnet;UR1217-Q1013;Sisikon;W. Europe Standard Time;Stafel-Äbnet;Uri;;;GW_STATION_HAND|GW_STATION
Rotenbalm;UR1217-Q1014;Sisikon;W. Europe Standard Time;Rotenbalm;Uri;;;GW_STATION_HAND|GW_STATION
Butzen;UR1217-Q1015;Sisikon;W. Europe Standard Time;Butzen;Uri;;;GW_STATION_HAND|GW_STATION
Schwändi;UR1217-Q1016;Sisikon;W. Europe Standard Time;Schwändi;Uri;;;GW_STATION_HAND|GW_STATION
Urmisrüti;UR1217-Q1017;Sisikon;W. Europe Standard Time;Urmisrüti;Uri;;;GW_STATION_HAND|GW_STATION
Buggi;UR1217-Q1018;Sisikon;W. Europe Standard Time;Buggi;Uri;;;GW_STATION_HAND|GW_STATION
Buggi;UR1217-Q1019;Sisikon;W. Europe Standard Time;Buggi;Uri;;;GW_STATION_HAND|GW_STATION
Buggi;UR1217-Q1020;Sisikon;W. Europe Standard Time;Buggi;Uri;;;GW_STATION_HAND|GW_STATION
Buggi;UR1217-Q1021;Sisikon;W. Europe Standard Time;Buggi;Uri;;;GW_STATION_HAND|GW_STATION
Buggi;UR1217-Q1022;Sisikon;W. Europe Standard Time;Buggi;Uri;;;GW_STATION_HAND|GW_STATION
Buggi;UR1217-Q1023;Sisikon;W. Europe Standard Time;Buggi;Uri;;;GW_STATION_HAND|GW_STATION
Schwarzstock;UR1217-Q1024;Sisikon;W. Europe Standard Time;Schwarzstock;Uri;;;GW_STATION_HAND|GW_STATION
Schibli, Strasse nach Alplen;UR1217-Q1025;Sisikon;W. Europe Standard Time;Schibli, Strasse nach Alplen;Uri;;;GW_STATION_HAND|GW_STATION
Wurmis;UR1217-Q1026;Sisikon;W. Europe Standard Time;Wurmis;Uri;;;GW_STATION_HAND|GW_STATION
Stalden, Holzerhüsli;UR1217-Q1027;Sisikon;W. Europe Standard Time;Stalden, Holzerhüsli;Uri;;;GW_STATION_HAND|GW_STATION
Träflue;UR1217-Q1028;Sisikon;W. Europe Standard Time;Träflue;Uri;;;GW_STATION_HAND|GW_STATION
Am Waldweg zur Träflue;UR1217-Q1029;Sisikon;W. Europe Standard Time;Am Waldweg zur Träflue;Uri;;;GW_STATION_HAND|GW_STATION
Riedberg Schwandli;UR1217-Q1030;Sisikon;W. Europe Standard Time;Riedberg Schwandli;Uri;;;GW_STATION_HAND|GW_STATION
Hinterer Riedberg;UR1217-Q1031;Sisikon;W. Europe Standard Time;Hinterer Riedberg;Uri;;;GW_STATION_HAND|GW_STATION
Riedberg;UR1217-Q1032;Sisikon;W. Europe Standard Time;Riedberg;Uri;;;GW_STATION_HAND|GW_STATION
Riedberg;UR1217-Q1033;Sisikon;W. Europe Standard Time;Riedberg;Uri;;;GW_STATION_HAND|GW_STATION
Riedberg;UR1217-Q1034;Sisikon;W. Europe Standard Time;Riedberg;Uri;;;GW_STATION_HAND|GW_STATION
Vorderer Riedberg;UR1217-Q1035;Sisikon;W. Europe Standard Time;Vorderer Riedberg;Uri;;;GW_STATION_HAND|GW_STATION
Zingel;UR1217-Q1036;Sisikon;W. Europe Standard Time;Zingel;Uri;;;GW_STATION_HAND|GW_STATION
Chaspirüti;UR1217-Q1037;Sisikon;W. Europe Standard Time;Chaspirüti;Uri;;;GW_STATION_HAND|GW_STATION
Chaspirüti;UR1217-Q1038;Sisikon;W. Europe Standard Time;Chaspirüti;Uri;;;GW_STATION_HAND|GW_STATION
Mänzigried Rütenen;UR1217-Q1039;Sisikon;W. Europe Standard Time;Mänzigried Rütenen;Uri;;;GW_STATION_HAND|GW_STATION
Mänzigried Rütenen;UR1217-Q1040;Sisikon;W. Europe Standard Time;Mänzigried Rütenen;Uri;;;GW_STATION_HAND|GW_STATION
Mänzigried;UR1217-Q1041;Sisikon;W. Europe Standard Time;Mänzigried;Uri;;;GW_STATION_HAND|GW_STATION
Mänzigried;UR1217-Q1042;Sisikon;W. Europe Standard Time;Mänzigried;Uri;;;GW_STATION_HAND|GW_STATION
Mänzigried;UR1217-Q1043;Sisikon;W. Europe Standard Time;Mänzigried;Uri;;;GW_STATION_HAND|GW_STATION
Unter Axen;UR1217-Q1044;Sisikon;W. Europe Standard Time;Unter Axen;Uri;;;GW_STATION_HAND|GW_STATION
Unter Axen / Höll;UR1217-Q1045;Sisikon;W. Europe Standard Time;Unter Axen / Höll;Uri;;;GW_STATION_HAND|GW_STATION
Tellsplatte (Nordost);UR1217-Q1046;Sisikon;W. Europe Standard Time;Tellsplatte (Nordost);Uri;;;GW_STATION_HAND|GW_STATION
Äusserer tellen;UR1217-Q1047;Sisikon;W. Europe Standard Time;Äusserer tellen;Uri;;;GW_STATION_HAND|GW_STATION
Sisikon/Flüelen (Grenze);UR1217-Q1048;Sisikon;W. Europe Standard Time;Sisikon/Flüelen (Grenze);Uri;;;GW_STATION_HAND|GW_STATION
Sisikon/Flüelen (Grenze);UR1217-Q1049;Sisikon;W. Europe Standard Time;Sisikon/Flüelen (Grenze);Uri;;;GW_STATION_HAND|GW_STATION
Axen-Rüti;UR1217-Q1050;Sisikon;W. Europe Standard Time;Axen-Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Hell;UR1217-Q1051;Sisikon;W. Europe Standard Time;Hell;Uri;;;GW_STATION_HAND|GW_STATION
Sonnenhalden-Rüti (Axenbergtunnel);UR1217-Q1052;Sisikon;W. Europe Standard Time;Sonnenhalden-Rüti (Axenbergtunnel);Uri;;;GW_STATION_HAND|GW_STATION
Tellsplatte;UR1217-Q1053;Sisikon;W. Europe Standard Time;Tellsplatte;Uri;;;GW_STATION_HAND|GW_STATION
Tellen;UR1217-Q1054;Sisikon;W. Europe Standard Time;Tellen;Uri;;;GW_STATION_HAND|GW_STATION
Bielen;UR1217-Q1055;Sisikon;W. Europe Standard Time;Bielen;Uri;;;GW_STATION_HAND|GW_STATION
Zingeli;UR1217-Q1056;Sisikon;W. Europe Standard Time;Zingeli;Uri;;;GW_STATION_HAND|GW_STATION
Hagelstock;UR1217-Q1057;Sisikon;W. Europe Standard Time;Hagelstock;Uri;;;GW_STATION_HAND|GW_STATION
Alt Stafel;UR1217-Q1058;Sisikon;W. Europe Standard Time;Alt Stafel;Uri;;;GW_STATION_HAND|GW_STATION
Sübalm;UR1217-Q1059;Sisikon;W. Europe Standard Time;Sübalm;Uri;;;GW_STATION_HAND|GW_STATION
Spilauer Hütten;UR1217-Q1060;Sisikon;W. Europe Standard Time;Spilauer Hütten;Uri;;;GW_STATION_HAND|GW_STATION
Wisses Bödeli;UR1217-Q1061;Sisikon;W. Europe Standard Time;Wisses Bödeli;Uri;;;GW_STATION_HAND|GW_STATION
Fernen;UR1217-Q1062;Sisikon;W. Europe Standard Time;Fernen;Uri;;;GW_STATION_HAND|GW_STATION
Alpbeizli Spilau-See;UR1217-Q1063;Sisikon;W. Europe Standard Time;Alpbeizli Spilau-See;Uri;;;GW_STATION_HAND|GW_STATION
Alt Stafel;UR1217-Q1064;Sisikon;W. Europe Standard Time;Alt Stafel;Uri;;;GW_STATION_HAND|GW_STATION
Tellsplatte;UR1217-Q1065;Sisikon;W. Europe Standard Time;Tellsplatte;Uri;;;GW_STATION_HAND|GW_STATION
Schwarzstock;UR1217-Q5001;Sisikon;W. Europe Standard Time;Schwarzstock;Uri;;;GW_STATION_HAND
Am Waldweg zur Träflue;UR1217-Q5002;Sisikon;W. Europe Standard Time;Am Waldweg zur Träflue;Uri;;;GW_STATION_HAND
Schwandli;UR1217-Q5003;Sisikon;W. Europe Standard Time;Schwandli;Uri;;;GW_STATION_HAND
Schwandli;UR1217-Q5004;Sisikon;W. Europe Standard Time;Schwandli;Uri;;;GW_STATION_HAND
Schwarzstock;UR1217-Q5005;Sisikon;W. Europe Standard Time;Schwarzstock;Uri;;;GW_STATION_HAND
NW Schnäbeli;UR1217-Q5006;Sisikon;W. Europe Standard Time;NW Schnäbeli;Uri;;;GW_STATION_HAND
Sidenplangg;UR1218-Q1001;Spiringen;W. Europe Standard Time;Sidenplangg;Uri;;;GW_STATION_HAND|GW_STATION
Obere Gisleralp;UR1218-Q1002;Spiringen;W. Europe Standard Time;Obere Gisleralp;Uri;;;GW_STATION_HAND|GW_STATION
Obere Gisleralp;UR1218-Q1003;Spiringen;W. Europe Standard Time;Obere Gisleralp;Uri;;;GW_STATION_HAND|GW_STATION
Obere Gisleralp;UR1218-Q1004;Spiringen;W. Europe Standard Time;Obere Gisleralp;Uri;;;GW_STATION_HAND|GW_STATION
Obflüe;UR1218-Q1005;Spiringen;W. Europe Standard Time;Obflüe;Uri;;;GW_STATION_HAND|GW_STATION
Obflüe;UR1218-Q1006;Spiringen;W. Europe Standard Time;Obflüe;Uri;;;GW_STATION_HAND|GW_STATION
Obflüe;UR1218-Q1007;Spiringen;W. Europe Standard Time;Obflüe;Uri;;;GW_STATION_HAND|GW_STATION
Rietlig;UR1218-Q1008;Spiringen;W. Europe Standard Time;Rietlig;Uri;;;GW_STATION_HAND|GW_STATION
Schweigmatt;UR1218-Q1009;Spiringen;W. Europe Standard Time;Schweigmatt;Uri;;;GW_STATION_HAND|GW_STATION
Obflüe;UR1218-Q1010;Spiringen;W. Europe Standard Time;Obflüe;Uri;;;GW_STATION_HAND|GW_STATION
Untere Gisleralp;UR1218-Q1011;Spiringen;W. Europe Standard Time;Untere Gisleralp;Uri;;;GW_STATION_HAND|GW_STATION
Hinter Wissenboden;UR1218-Q1012;Spiringen;W. Europe Standard Time;Hinter Wissenboden;Uri;;;GW_STATION_HAND|GW_STATION
Aebnenegg;UR1218-Q1013;Spiringen;W. Europe Standard Time;Aebnenegg;Uri;;;GW_STATION_HAND|GW_STATION
Aebnenegg;UR1218-Q1014;Spiringen;W. Europe Standard Time;Aebnenegg;Uri;;;GW_STATION_HAND|GW_STATION
Bodenberg;UR1218-Q1015;Spiringen;W. Europe Standard Time;Bodenberg;Uri;;;GW_STATION_HAND|GW_STATION
Schweigmatt;UR1218-Q1016;Spiringen;W. Europe Standard Time;Schweigmatt;Uri;;;GW_STATION_HAND|GW_STATION
Schweigmatt;UR1218-Q1017;Spiringen;W. Europe Standard Time;Schweigmatt;Uri;;;GW_STATION_HAND|GW_STATION
Schweigmatt;UR1218-Q1018;Spiringen;W. Europe Standard Time;Schweigmatt;Uri;;;GW_STATION_HAND|GW_STATION
Schweigmatt;UR1218-Q1019;Spiringen;W. Europe Standard Time;Schweigmatt;Uri;;;GW_STATION_HAND|GW_STATION
Sidenplangg;UR1218-Q1020;Spiringen;W. Europe Standard Time;Sidenplangg;Uri;;;GW_STATION_HAND|GW_STATION
Furli;UR1218-Q1021;Spiringen;W. Europe Standard Time;Furli;Uri;;;GW_STATION_HAND|GW_STATION
Telltschimatt;UR1218-Q1022;Spiringen;W. Europe Standard Time;Telltschimatt;Uri;;;GW_STATION_HAND|GW_STATION
Lotter;UR1218-Q1023;Spiringen;W. Europe Standard Time;Lotter;Uri;;;GW_STATION_HAND|GW_STATION
Lotter;UR1218-Q1024;Spiringen;W. Europe Standard Time;Lotter;Uri;;;GW_STATION_HAND|GW_STATION
Bärg;UR1218-Q1025;Spiringen;W. Europe Standard Time;Bärg;Uri;;;GW_STATION_HAND|GW_STATION
Matt;UR1218-Q1026;Spiringen;W. Europe Standard Time;Matt;Uri;;;GW_STATION_HAND|GW_STATION
Matt;UR1218-Q1027;Spiringen;W. Europe Standard Time;Matt;Uri;;;GW_STATION_HAND|GW_STATION
Butzen;UR1218-Q1028;Spiringen;W. Europe Standard Time;Butzen;Uri;;;GW_STATION_HAND|GW_STATION
Oberer Wattigwiler;UR1218-Q1029;Spiringen;W. Europe Standard Time;Oberer Wattigwiler;Uri;;;GW_STATION_HAND|GW_STATION
Oberer Wattigwiler;UR1218-Q1030;Spiringen;W. Europe Standard Time;Oberer Wattigwiler;Uri;;;GW_STATION_HAND|GW_STATION
Oberer Wattigwiler;UR1218-Q1031;Spiringen;W. Europe Standard Time;Oberer Wattigwiler;Uri;;;GW_STATION_HAND|GW_STATION
Wattigwiler;UR1218-Q1032;Spiringen;W. Europe Standard Time;Wattigwiler;Uri;;;GW_STATION_HAND|GW_STATION
Wattigwiler;UR1218-Q1033;Spiringen;W. Europe Standard Time;Wattigwiler;Uri;;;GW_STATION_HAND|GW_STATION
Rietlig;UR1218-Q1034;Spiringen;W. Europe Standard Time;Rietlig;Uri;;;GW_STATION_HAND|GW_STATION
Bergli;UR1218-Q1035;Spiringen;W. Europe Standard Time;Bergli;Uri;;;GW_STATION_HAND|GW_STATION
Bärg;UR1218-Q1036;Spiringen;W. Europe Standard Time;Bärg;Uri;;;GW_STATION_HAND|GW_STATION
Wattigwiler;UR1218-Q1037;Spiringen;W. Europe Standard Time;Wattigwiler;Uri;;;GW_STATION_HAND|GW_STATION
Obere Ei;UR1218-Q1038;Spiringen;W. Europe Standard Time;Obere Ei;Uri;;;GW_STATION_HAND|GW_STATION
Ratzismatt;UR1218-Q1039;Spiringen;W. Europe Standard Time;Ratzismatt;Uri;;;GW_STATION_HAND|GW_STATION
Aebnet/Stelli;UR1218-Q1040;Spiringen;W. Europe Standard Time;Aebnet/Stelli;Uri;;;GW_STATION_HAND|GW_STATION
Aebnet/Stelli;UR1218-Q1041;Spiringen;W. Europe Standard Time;Aebnet/Stelli;Uri;;;GW_STATION_HAND|GW_STATION
Weidli;UR1218-Q1042;Spiringen;W. Europe Standard Time;Weidli;Uri;;;GW_STATION_HAND|GW_STATION
Tristel;UR1218-Q1043;Spiringen;W. Europe Standard Time;Tristel;Uri;;;GW_STATION_HAND|GW_STATION
Weidli;UR1218-Q1044;Spiringen;W. Europe Standard Time;Weidli;Uri;;;GW_STATION_HAND|GW_STATION
Tristel;UR1218-Q1045;Spiringen;W. Europe Standard Time;Tristel;Uri;;;GW_STATION_HAND|GW_STATION
Tristel;UR1218-Q1046;Spiringen;W. Europe Standard Time;Tristel;Uri;;;GW_STATION_HAND|GW_STATION
Eggtal;UR1218-Q1047;Spiringen;W. Europe Standard Time;Eggtal;Uri;;;GW_STATION_HAND|GW_STATION
Sulztal;UR1218-Q1048;Spiringen;W. Europe Standard Time;Sulztal;Uri;;;GW_STATION_HAND|GW_STATION
Sulztal;UR1218-Q1049;Spiringen;W. Europe Standard Time;Sulztal;Uri;;;GW_STATION_HAND|GW_STATION
Stafel;UR1218-Q1050;Spiringen;W. Europe Standard Time;Stafel;Uri;;;GW_STATION_HAND|GW_STATION
Rüti;UR1218-Q1051;Spiringen;W. Europe Standard Time;Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Oberschwand;UR1218-Q1052;Spiringen;W. Europe Standard Time;Oberschwand;Uri;;;GW_STATION_HAND|GW_STATION
Oberschwand;UR1218-Q1053;Spiringen;W. Europe Standard Time;Oberschwand;Uri;;;GW_STATION_HAND|GW_STATION
Oberschwändwald;UR1218-Q1054;Spiringen;W. Europe Standard Time;Oberschwändwald;Uri;;;GW_STATION_HAND|GW_STATION
Holzboden;UR1218-Q1055;Spiringen;W. Europe Standard Time;Holzboden;Uri;;;GW_STATION_HAND|GW_STATION
Rüti;UR1218-Q1056;Spiringen;W. Europe Standard Time;Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Eggenbergli;UR1218-Q1057;Spiringen;W. Europe Standard Time;Eggenbergli;Uri;;;GW_STATION_HAND|GW_STATION
Ruelisberg;UR1218-Q1058;Spiringen;W. Europe Standard Time;Ruelisberg;Uri;;;GW_STATION_HAND|GW_STATION
Ruelisberg;UR1218-Q1059;Spiringen;W. Europe Standard Time;Ruelisberg;Uri;;;GW_STATION_HAND|GW_STATION
Wilerli;UR1218-Q1060;Spiringen;W. Europe Standard Time;Wilerli;Uri;;;GW_STATION_HAND|GW_STATION
Seld;UR1218-Q1061;Spiringen;W. Europe Standard Time;Seld;Uri;;;GW_STATION_HAND|GW_STATION
Ruelisberg;UR1218-Q1062;Spiringen;W. Europe Standard Time;Ruelisberg;Uri;;;GW_STATION_HAND|GW_STATION
Schwändli;UR1218-Q1063;Spiringen;W. Europe Standard Time;Schwändli;Uri;;;GW_STATION_HAND|GW_STATION
Schwändli;UR1218-Q1064;Spiringen;W. Europe Standard Time;Schwändli;Uri;;;GW_STATION_HAND|GW_STATION
Ueli;UR1218-Q1065;Spiringen;W. Europe Standard Time;Ueli;Uri;;;GW_STATION_HAND|GW_STATION
Chrummwasen;UR1218-Q1066;Spiringen;W. Europe Standard Time;Chrummwasen;Uri;;;GW_STATION_HAND|GW_STATION
Obhegg;UR1218-Q1067;Spiringen;W. Europe Standard Time;Obhegg;Uri;;;GW_STATION_HAND|GW_STATION
Obhegg;UR1218-Q1068;Spiringen;W. Europe Standard Time;Obhegg;Uri;;;GW_STATION_HAND|GW_STATION
Obhegg;UR1218-Q1069;Spiringen;W. Europe Standard Time;Obhegg;Uri;;;GW_STATION_HAND|GW_STATION
Chrummwasen;UR1218-Q1070;Spiringen;W. Europe Standard Time;Chrummwasen;Uri;;;GW_STATION_HAND|GW_STATION
Jeriberg;UR1218-Q1071;Spiringen;W. Europe Standard Time;Jeriberg;Uri;;;GW_STATION_HAND|GW_STATION
